ID,Tweet_ID,Isi_Tweet,Date,Aplikasi,Lokasi User,Source,Topic,Sentimen,Remark
811795231,TuitMedan,"#TuitMedan Sebelum Maju Capres, JK Diminta Izin ke Ical #Medan #Tuit",11/10/2013 11:35,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",Regional Medan,tweet,indonesian presidential election,0,JK
-1238584347,DanielG27340026,"Ditanya Soal Capres, Jokowi: Saya Mau Makan Sama Bu Mega",11/10/2013 13:57,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",Canada,tweet,indonesian presidential election,0,Jokowi
1737441068,Official_NTD,"Ditanya Soal Capres, Jokowi: Saya Mau Makan Sama Bu Mega: 10/11/2013 20:14 ""Ini lho, orang saya mau makan sama ibu (Mega),"" kata Jokowi.",11/10/2013 14:43,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","Bekasi,Jawa barat",tweet,indonesian presidential election,0,Jokowi
1668757002,esrasrg,"@christiaraindah udaah, diganti videonya tentang capres jokowi gitu. nanti kukirim dokumen sama videonya lewat email",11/11/2013 2:29,web,??????,tweet,indonesian presidential election,1,Jokowi
-1248676984,Tam_BasaYev,@bayusantana y0man teges tp gw lebih pengen perdana menteri jokowow presiden prabowo piye bro parlementer ?,11/11/2013 3:41,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",Jakarta Teguh Beriman,tweet,indonesian presidential election,0,Prabowo
-1193993792,VeronicaMasayu,"@tyazahara @WahyuTaufik14 @YanPoerba @SBYudhoyono @jatidiri30 @JusufKalla Presiden Jusuf Kalla, sya mendukungnya. Titik! @JK_Fansclub",11/11/2013 4:13,web,Jakarta,tweet,indonesian presidential election,1,JK
229876212,YanPoerba,"RT @VeronicaMasayu: @tyazahara @WahyuTaufik14 @YanPoerba @SBYudhoyono @jatidiri30 @JusufKalla Presiden Jusuf Kalla, sya mendukungnya. Titik",11/11/2013 4:25,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Indonesia Bag. Bangka Belitung,tweet,indonesian presidential election,1,JK
1762964535,JefftriRahmat,@BalzaryMichael kamu akan menyebutnya Presiden Jusuf Kalla sebentar lagi @Pak_JK @JK_Fansclub @PrabuDiaz,11/11/2013 4:35,web,Jogjakarta,tweet,indonesian presidential election,1,JK
233042921,JefftriRahmat,"@kang_aking itu cocok mi. Siapapun cawapresnya, Indonesia 2014 akan punya Presiden Jusuf Kalla @JusufKalla",11/11/2013 5:23,web,Jogjakarta,tweet,indonesian presidential election,1,JK
468372529,Indonesia_Esok,"Presiden Megawati Soekarnoputri dgn 'Megawati, Anak Putra Sang Fajar' karya Yvonne de Fretes dan Rita Sri Hasuti@SBYudhoyono @IstanaRakyat",11/11/2013 6:05,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",Indonesia,tweet,indonesian presidential election,0,Megawati
1486157680,DandyIdwal,"RT @Indonesia_Esok: Presiden Megawati Soekarnoputri dgn 'Megawati, Anak Putra Sang Fajar' karya Yvonne de Fretes dan Rita Sri Hasuti@SBYudh",11/11/2013 6:18,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>","Sapudi, Indonesia",tweet,indonesian presidential election,0,Megawati
-1550403511,iCare4Tomohon,"Walau wakil presiden, Hatta hidup pas-pasan. Dia tidak mau korupsi. Hatta mengidamkan sepatu Bally yang tak terbeli seumur hidupnya.",11/11/2013 22:14,iCare4Tomohon,-this is all about something we believe in-,tweet,indonesian presidential election,0,Hatta
1240340016,FanzulZulfi,@MIdotcom Pemimpin koq klo ngasih jwaban ngawur.Yg begini mau jd Capres? @jokowi_do2 @Pencinta_Jokowi,11/11/2013 22:29,"<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for Android</a>",Jakarta,tweet,indonesian presidential election,-1,Jokowi
-841297986,MeylanVivian,"RT @iCare4Tomohon: Walau wakil presiden, Hatta hidup pas-pasan. Dia tidak mau korupsi. Hatta mengidamkan sepatu Bally yang tak terbeli seum",11/11/2013 22:46,MeylanVivian,JESUS,tweet,indonesian presidential election,0,Hatta
83138956,yoggibutut_07,"Ciyeh satpamnya caper, da ari capres wiranto",11/12/2013 3:47,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",Kota hellyeah \m/,tweet,indonesian presidential election,0,Wiranto
732529819,hadijoban,"Jangan lupa passwordnya ""Presiden Prabowo Paloh Rizal Yudhoyono"" ( PAPA RIDO ) @reallyyudhi @irmanabd @ahmadtaufikFM ok!",11/12/2013 5:23,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,tweet,indonesian presidential election,1,Prabowo
-2058289264,sofyan8112,Jaman nya oustsourcing tuh di sah kan pada waktu jaman nya presiden megawati... Partai nya si rieke diah.. #politisibusuk,11/12/2013 5:38,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",indonesia,tweet,indonesian presidential election,0,Megawati
1296154014,JaswandiSalim,RT @sukendro4: @JaswandiSalim tidak ada capres jokowi bsok 2014?? Saya mending golput,11/12/2013 10:04,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aryoangop@gmail.com,tweet,indonesian presidential election,1,Jokowi
640036676,TuitSolo,#TuitSolo JOKOWI CAPRES : Jokowi Tanggapi Datar Cacian Gubernur Topeng Monyet #Solo #Tuit,11/12/2013 13:49,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",Sosial Tuit Regional Solo,tweet,indonesian presidential election,0,Jokowi
-1351181364,evi_sufiani,"@TrioMacan2000: 20. Tp kali ini anas beri warning ke SBY :"" anda off side Mr. Presiden ! Jk tdk hati2 dan keterlaluan, sy jg bs seret anda !",11/12/2013 21:23,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Surabaya,tweet,indonesian presidential election,0,JK
-918152199,firdaagnesia,Hbd yaa mantan presiden megawati smg pemilu 2014 menang @megayz barakallahu o:),11/13/2013 0:31,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",,tweet,indonesian presidential election,1,Megawati
-1528256224,dinotlicious,"2 calon yg (katanya) kuat jd presiden, jokowi or gita wiryawan? yo jelas milih gita dong .. biar presiden RI gantengggg xixixi",11/13/2013 7:21,web,"?: -6.2549915,106.9793449",tweet,indonesian presidential election,1,Jokowi
833969327,Yaaayaaan,Yg ptg eksyenny mang hags RT @JossAsep: @Yaaayaaan @kompascom berarti bualan capres Mahfud MD juga dong?? hehe,11/13/2013 8:51,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>",yogyakarta,tweet,indonesian presidential election,-1,Mahfud
-1580914544,ikaandi19,"@Gerindra @noeyagungbsband prabowo presiden hatta rajasa wakil presiden, sangat cocok pemimpin yg tegas dan wakil yang cerdas",11/13/2013 12:55,ikaandi19,membangun rumah rumah dipenjuru dunia,tweet,indonesian presidential election,1,Hatta
1465465867,asuwito75,"@matanajwa undang capres wiranto, prabowo, surya paloh dlm 1 meja. 'sosok yg katanya bersih-merakyat-bs memakmrkn rkyt. Ttp kritis",11/13/2013 15:50,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",semarang,tweet,indonesian presidential election,1,Wiranto
489697019,Not_AntonErl,"The Next Presiden, JOKOWI Temui  Duta Besar Uni Eropa  !!",11/13/2013 22:56,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",,tweet,indonesian presidential election,1,Jokowi
-1834136422,AmiMe74,Mantan presiden Megawati mendapat pujian,11/14/2013 1:16,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",Tembilahan-Riau,tweet,indonesian presidential election,0,Megawati
1613981250,Presiden2014com,"RT @muhith_harahap: Mgkin kalo jd presiden, jokowi br bs atasi macet :) ""@Yusrilihza_Mhd: Hujan dan Kemacetan Jakarta di Sindo hari ini htt",11/14/2013 1:25,"<a href=""http://presiden2014.com/news"" rel=""nofollow"">Presiden2014.com TW</a>",,tweet,indonesian presidential election,1,Jokowi
1965533977,faizalrezkyadit,@faidillahkomala apaa penyimpangan presiden megawati,11/14/2013 2:42,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",Cirebon,tweet,indonesian presidential election,0,Megawati
331892815,faidillahkomala,penyimpangan penggunaan dana APBD RT @faizalrezkyadit: @faidillahkomala apaa penyimpangan presiden megawati,11/14/2013 2:50,"<a href=""http://citcuit.in"" rel=""nofollow"">CitCuit</a>",Baro,tweet,indonesian presidential election,0,Megawati
488451859,AmanudinStone,@anasurbaningrum  hayoo dukung pak ARB jadi presiden.pilih presiden yg secara ekonomi sudah mapan. Jadi Presiden ARB siap tidak dibayar.,11/14/2013 3:26,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",Indonesia,tweet,indonesian presidential election,1,Aburizal
918344365,AmanudinStone,@aagym @AliMasykurMusa hayoo dukung pak ARB jadi presiden.pilih presiden yg secara ekonomi sudah mapan.Jadi Presiden ARB siap tidak dibayar.,11/14/2013 4:10,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",Indonesia,tweet,indonesian presidential election,1,Aburizal
727010257,Presiden2014com,RT @AmanudinStone: @SBYudhoyono  hayoo dukung pak ARB jadi presiden.pilih presiden yg secara ekonomi sudah mapan. Jadi Presiden ARB siap ti,11/14/2013 4:38,"<a href=""http://presiden2014.com/news"" rel=""nofollow"">Presiden2014.com TW</a>",,tweet,indonesian presidential election,1,Aburizal
1592184821,KompasTV,Ani Yudhoyono puji mantan Presiden Megawati Soekarno Putri. Apakah ini jadi tanda koalisi Demokrat & PDIP? Ikuti #KompasSiang pkl 12.00 WIB,11/14/2013 4:45,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>",Indonesia,tweet,indonesian presidential election,0,Megawati
-1447590969,elvinaldi,RT @KompasTV: Ani Yudhoyono puji mantan Presiden Megawati Soekarno Putri. Apakah ini jadi tanda koalisi Demokrat & PDIP? Ikuti #KompasSiang,11/14/2013 4:52,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>","Kota Bogor, Jawa Barat,",tweet,indonesian presidential election,0,Megawati
1402244510,02tanggulang,"President for Joy""@AmanudinStone: @SBYudhoyono  hayoo dukung pak ARB jadi Presiden. Jadi Presiden ARB siap tidak dibayar.""",11/14/2013 5:01,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>",somewhere around you,tweet,indonesian presidential election,1,Aburizal
1972966662,nindyohanes,Cc : @TrioMacan2000 RT @KompasTV: Ani Yudhoyono puji mantan Presiden Megawati Soekarno Putri. Ikuti #KompasSiang pkl 12.00 WIB,11/14/2013 5:11,"<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for BlackBerry</a>",Sekitar Semarang,tweet,indonesian presidential election,0,Megawati
2139622061,SawaluddinL,"@IndonesiaCapres ANAK MEDAN DUKUNG CAPRES JK DAN MD , CKP 1 PUTARAN....!!!!",11/14/2013 5:30,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,tweet,indonesian presidential election,1,JK
387157715,Presiden2014com,"RT @02tanggulang: President for Joy""@AmanudinStone: @SBYudhoyono  hayoo dukung pak ARB jadi Presiden. Jadi Presiden ARB siap tidak dibayar.""",11/14/2013 5:38,"<a href=""http://presiden2014.com/news"" rel=""nofollow"">Presiden2014.com TW</a>",,tweet,indonesian presidential election,1,Aburizal
1183364542,romanchester,"Capres Mahfud MD , Cawapres Sri Sultan @TrioMacan2000: Perfecto ! ""@hfrnando: @TrioMacan2000 kalo mahfud md pantes gak min?""""",11/14/2013 6:07,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","?: -6.1426798,106.8155062",tweet,indonesian presidential election,1,Mahfud
-1732232265,Sahabat_ARB2014,"4. Saat ingin menjadi capres, ARB menerangkan motif yang melatar belakanginya kepada ibunda.",11/14/2013 7:17,web,,tweet,indonesian presidential election,1,Aburizal
1274765858,masgits561,Kl niat kenapa nunggu jd presiden. Sekarang juga. RT @Berita_Dahlan Berita Dahlan Iskan - Jika Jadi Presiden Dahlan Iskan akan Buat PLN Baru,11/14/2013 8:39,web,Indonesia Raya,tweet,indonesian presidential election,-1,Dahlan
-1631436457,dipa_aidit,"RT @Sahabat_ARB2014: 4. Saat ingin menjadi capres, ARB menerangkan motif yang melatar belakanginya kepada ibunda.",11/14/2013 10:01,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,tweet,indonesian presidential election,1,Aburizal
-181286154,andri_ppenk,"Sby ngk ush dijegal sbntr lg lengser dn gita blm pny ckup popularitas dn kapasitas bt jd presiden! Jokowi, urusin aj jkrt dlu @deddysitorus",11/14/2013 11:26,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",Anywhere,tweet,indonesian presidential election,-1,Jokowi
-110811640,HIKMAHJALAN,"12. Walaupun demikian, dimasa kekuasaan Presiden Megawati, Andi Jemma di anugerahi gelar Pahlawan Nasional",11/14/2013 14:37,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",Indonesia,tweet,indonesian presidential election,0,Megawati
-1235327473,despar54,Cape liat Iklan ARB RT @koeztri: saking ndak percayadiri unt naikkan elektabilts #capres ARB comot BK di iklannya @satriopanilih @alankomar2,11/14/2013 23:20,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",Jakarta,tweet,indonesian presidential election,-1,Aburizal
-864325085,despar54,Cape liat Iklan ARB RT @koeztri: Tdk percaya diri unt naikkan elektbilts capres ARB comot BK diiklannya @KodratArief: Pagi semua @jaripeduli,11/14/2013 23:23,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",Jakarta,tweet,indonesian presidential election,-1,Aburizal
842677998,wahidltd,Wah ni dukun politik..jamin jd presiden jk brani bayar mahar 1 Triliun...#geleng,11/14/2013 23:35,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Purworejo,tweet,indonesian presidential election,0,JK
-63159975,MIBM2009,Capres Jokowi Cawapres Abraham Samad,11/15/2013 4:13,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",BANDUNG,tweet,indonesian presidential election,1,Jokowi
145422437,despar54,LPSI: Capres Hatta R paling top dr Parpol Islam @Alex4_110 @joni_arlo @SistaAgni @dedenbasuki @abelcolection @Mbi_Lung @tannusantara,11/15/2013 4:37,despar54,UGm,tweet,indonesian presidential election,1,Hatta
139416682,despar54,LPSI: Capres Hatta R paling top dr Parpol Islam @Sofyanguntur1 @MyBesar @HelmiHelmimoze @krasn4y4 @bang_is @aanaccess @masbedjo  @Ariefm22,11/15/2013 4:38,despar54,UGm,tweet,indonesian presidential election,1,Hatta
-670177785,despar54,LPSI: Capres Hatta R paling top dr Parpol Islam @lesmana_sofyan @kalamanaya @alana_karolina @haman_1 @hen_p_astoro @alankomar2 @erlangga_id,11/15/2013 4:40,despar54,UGm,tweet,indonesian presidential election,1,Hatta
-1778952654,Alex4_110,Hasil Akhir Jadi PECUNDANG @despar54  Capres Hatta R paling top @joni_arlo @SistaAgni @dedenbasuki @abelcolection @Mbi_Lung @tannusantara,11/15/2013 4:44,Alex4_110,,tweet,indonesian presidential election,-1,Hatta
160920607,RadioA967,Pujian Ibu Negara Ani Yudhoyono utk mantan Presiden Megawati Soekarno Putri dinilai pihak PDIP bukan apa-apa. #SkyNews,11/15/2013 5:35,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>",PT. Radio Swara Rhadana Dunia,tweet,indonesian presidential election,0,Megawati
-1552274142,pkspiyungan,"Mksdnya jangan cuma wacana terus bosen tauk, deklarasikan gitoh #yakali RT @liputan6dotcom: Soal Capres, Jokowi: Mbosenin!",11/15/2013 5:52,"<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for BlackBerry</a>",JOGJA - Indonesia,tweet,indonesian presidential election,1,Jokowi
-791789972,Official_NTD,"Soal Capres, Jokowi: Mbosenin!: 15/11/2013 11:55 ""Tanyakan ke DPP. Masak saya jawab lagi, mbosenin. Yang dengerin sama yang baca, bos...",11/15/2013 6:20,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","Bekasi,Jawa barat",tweet,indonesian presidential election,0,Jokowi
773819578,NellYoung,"Soal Capres, Jokowi: Mbosenin!",11/15/2013 6:20,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",Canada,tweet,indonesian presidential election,0,Jokowi
847961115,despar54,Munas Golkar Evaluasi Capres ARB @atok_ito @LensorANTV @SyahbanUmar @koeztri @debley11 @agpamungkas @MedanPlus @AchmadAnnama @haman_1,11/15/2013 7:12,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",Jakarta,tweet,indonesian presidential election,0,Aburizal
-1820835531,prabujoyoendo,"Selama jadi presiden megawati punya hal apa yang hebat, setahu saya pulau sipadan ligitan jd punya malaysia, indosat di jual",11/15/2013 12:11,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","?: -7.62753,110.33928",tweet,indonesian presidential election,0,Megawati
1744159851,sattarzain,Pak @Jokowi_do2014 banjir belum beres sono rapikan dulu baru calonin diri jadi presiden @Jokowi_ID Jakarta darurat.,11/15/2013 15:16,web,Indonesia #ISLAM,tweet,indonesian presidential election,-1,Jokowi
103072406,ricaryco,Nanti pecah kongsi lg tuh kek yg udah2 :p RT @KompasTV: Ani Yudhoyono puji mantan Presiden Megawati. Apa ini tanda koalisi Demokrat & PDIP?,11/15/2013 15:21,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>",In Front of You!,tweet,indonesian presidential election,0,Megawati
-147423253,UlanOktavia_,Alasan Moratti Tolak Tawaran Jadi Presiden  DAHLAN TOLOL,11/15/2013 20:16,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",,tweet,indonesian presidential election,-1,Dahlan
1720075883,fahrirozy,"Pendukung2 Jokowi mulai ragu dgn Jokowi sendiri, mereka bilang kalo Ahok lbh layak jd capres, Jokowi jd gubernur saja. :D",11/16/2013 0:38,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Bandung,Indonesia",tweet,indonesian presidential election,-1,Jokowi
-833257722,PagiTrans7,IKUTI@capres megawati ekonomi,11/16/2013 1:05,"<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>",,tweet,indonesian presidential election,0,Megawati
-1847677756,INFO_dtk,"Soal capres, Mahfud sebut orang Madura tak mau sembunyi-sembunyi: Mahfud mengaku sudah mendapat banyak dukungan khususnya dari warga ...",11/16/2013 3:50,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",Detik,tweet,indonesian presidential election,0,Mahfud
1551351085,davidridwanbetz,"Saat ini tertawa sepertinya sedang diborong oleh capres ARB lihat saja disetiap iklan politiknya beliau ckp royal sekali dgn ""tertawa""",11/16/2013 4:05,"<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for BlackBerry</a>",Jakarta,tweet,indonesian presidential election,0,Aburizal
-892462285,maulanamustika,"@TrioMacan2000 kita nanti akan lihat om can, kalau sampai pdip melalui megawati keluar capres jokowi, apa pendapat om can ttg megawati???",11/16/2013 11:41,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",lampung,tweet,indonesian presidential election,0,Jokowi
1505440789,amanatgesang,"Tak ada yg tak mungkin: Suatu saat Ahok Presiden, Jokowi Wakil Presiden.",11/16/2013 12:05,web,Indonesia,tweet,indonesian presidential election,1,Jokowi
-1318749223,AlphaARachman,"@ulinyusron @sociotalker ahok capres, jokowi terus jadi jd gubernur dki :) bro ulin ada waktu ngupi2 gak? kalo gak sibuk lho..",11/16/2013 14:48,web,under the full moon,tweet,indonesian presidential election,-1,Jokowi
-415125291,con_irae,"RT @AlphaARachman: @ulinyusron @sociotalker ahok capres, jokowi terus jadi jd gubernur dki :) bro ulin ada waktu ngupi2 gak? kalo gak sibuk",11/16/2013 14:59,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Strawberry Field,tweet,indonesian presidential election,-1,Jokowi
-1906322894,Kurniawan_bp20,Haha emg lo siapa ?? Presiden ? Jokowi ? Atut ? Lu kan ga penting :-P @nindiawidhianti,11/16/2013 16:28,"<a href=""http://www.writelonger.com"" rel=""nofollow"">Write Longer</a>",Serang,tweet,indonesian presidential election,0,Jokowi
-584873784,vovi_diana,@hollow_three oho kata siapa tidak bisa. cewek tidak selalu dibawah. presiden megawati tu cewek apo cowok hayo????,11/16/2013 16:41,web,indonesia,tweet,indonesian presidential election,1,Megawati
-268507621,Reiza_Patters,Jokowi jadi Presiden! Jokowi jadi Presiden! Jokowi jadi Presiden! Jokowi jadi Presiden! Jokowi jadi Presiden! Jokowi jadi Presiden!,11/16/2013 17:36,web,"Tomage-Fakfak, Indonesia",tweet,indonesian presidential election,1,Jokowi
179544192,Alang_Babega_,Kemaruk dan rakus betul RT @Reiza_Patters: Jokowi jadi Presiden! Jokowi jadi Presiden! Jokowi jadi Presiden!,11/16/2013 17:40,"<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for BlackBerry</a>",Pulau Angso Duo,tweet,indonesian presidential election,-1,Jokowi
975788010,_Pi2nG,RT @Reiza_Patters: Jokowi jadi Presiden! Jokowi jadi Presiden! Jokowi jadi Presiden! Jokowi jadi Presiden! Jokowi jadi Presiden! Jokowi jad,11/16/2013 17:40,"<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for BlackBerry</a>",Jakarta,tweet,indonesian presidential election,1,Jokowi
-772727619,urangpasie,#Ngik! RT @Alang_Babega_: Kemaruk dan rakus betul RT @Reiza_Patters: Jokowi jadi Presiden! Jokowi jadi Presiden! Jokowi jadi Presiden!,11/16/2013 17:45,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",Indonesia,tweet,indonesian presidential election,-1,Jokowi
-1014253132,Banjir,"Ahok, Calon Wapres dari Capres Jokowi kerjanya cuma mengkritik, bukan urusin masalah banjir di Jakarta? (Asal nanti jangan menyalahka...",11/17/2013 0:28,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",Indonesia dan sekitarnya,tweet,indonesian presidential election,-1,Jokowi
540013875,agussubagiyo3,@Jokowi_do2014 presiden joko widodo,11/17/2013 0:38,web,,tweet,indonesian presidential election,1,Jokowi
2045417538,Rachmayanto,skemanya bisa begini: Capres Prabowo cawapresnya Jokowi..,11/17/2013 3:58,web,,tweet,indonesian presidential election,1,Prabowo
778855594,LatiefSiregar,SP kelaut mas? :D RT @Rachmayanto: skemanya bisa begini: Capres Prabowo cawapresnya Jokowi..,11/17/2013 4:55,"<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for BlackBerry</a>","?: -6.1983027,106.8197072",tweet,indonesian presidential election,1,Prabowo
509098278,Rachmayanto,"Nocomment ahhh :)) t""@LatiefSiregar: SP kelaut mas? :D RT @Rachmayanto: skemanya bisa begini: Capres Prabowo cawapresnya Jokowi..""",11/17/2013 4:58,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",,tweet,indonesian presidential election,-1,Prabowo
1808752400,DhuanPratitaa,Gilo presiden arb ini,11/17/2013 5:49,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",Palembang,tweet,indonesian presidential election,-1,Aburizal
-1283621401,TheAdamYahya,@JaswandiSalim akun ini terbuka untuk diskusi CAPRES Jokowi?,11/17/2013 6:49,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Hang Lekir 1 - Jakarta,tweet,indonesian presidential election,0,Jokowi
-351037344,riorilo,Siapo gilo? Kau gilo RT @DhuanPratitaa: Gilo presiden arb ini,11/17/2013 8:09,"<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for BlackBerry</a>","indonesia, palembang",tweet,indonesian presidential election,0,Aburizal
-645453954,DhuanPratitaa,"Sudahla lo RT""@riorilo: Siapo gilo? Kau gilo RT @DhuanPratitaa: Gilo presiden arb ini""",11/17/2013 8:12,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",Palembang,tweet,indonesian presidential election,0,Aburizal
-999365510,riorilo,"Apnyo yg sdh wan RT @DhuanPratitaa: Sudahla lo RT""@riorilo: Siapo gilo? Kau gilo RT @DhuanPratitaa: Gilo presiden arb ini""",11/17/2013 8:14,"<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for BlackBerry</a>","indonesia, palembang",tweet,indonesian presidential election,0,Aburizal
-1914320843,Presiden2014com,"RT @DhuanPratitaa: Sudahla lo RT""@riorilo: Siapo gilo? Kau gilo RT @DhuanPratitaa: Gilo presiden arb ini""",11/17/2013 8:40,"<a href=""http://presiden2014.com/news"" rel=""nofollow"">Presiden2014.com TW</a>",,tweet,indonesian presidential election,0,Aburizal
1002002145,koswara,"Emak pasti gak rela RT ""@LatiefSiregar: SP kelaut mas? :D RT @Rachmayanto: skemanya bisa begini: Capres Prabowo cawapresnya Jokowi..""",11/17/2013 8:43,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Indonesia,tweet,indonesian presidential election,-1,Prabowo
-2084386345,jokowi_all,"[koswara] Emak pasti gak rela RT ""@ LatiefSiregar: SP kelaut mas? :D RT @ Rachmayanto: skemanya bisa begini: Capres Prabowo cawapresnya...",11/17/2013 8:49,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>",,tweet,indonesian presidential election,-1,Prabowo
-1860482108,RekzaECHARamadh,HOPE....! Pemimpin yg ideal 2014 M.JUSUF KALLA (PRESIDEN) - JOKOWI (WAPRES)  sy sangat yakin Negeri ini akan bangkit berdiru tegak di dunia,11/17/2013 8:51,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Makassar,tweet,indonesian presidential election,1,Jokowi
1993191429,angkoro_gheni,@donahchristiana @kompascom ical gak pantes jadi presiden. jokowi jangan buru nyapres. bisa ada yang sakit hati di tinggal.,11/17/2013 8:54,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",java-indonesia-south_east_asia,tweet,indonesian presidential election,-1,Jokowi
-144751453,morajulius,"Mahfudz MD for Presiden, Dahlan Iskan for Presiden yang lainnya for sale yng lainnya lagi for no....wk",11/17/2013 12:36,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,tweet,indonesian presidential election,1,Dahlan
-1367009604,peziarahjamban,"""@gm_gm: Tuhan maha baik. Ia tak memberi sebagian bsr bangsa kita ambisi jd presiden.""  Jk tdk ada yg mau nyapres, kebaikan Tuhan sempurna?",11/17/2013 12:59,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ya, jamban.",tweet,indonesian presidential election,0,JK
-418644961,ZulkarnaenTajol,CAPRES ARB DI TVONE. CAWAPRESNYA SIAPA YA?,11/17/2013 14:47,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",,tweet,indonesian presidential election,0,Aburizal
